3.565982257539734412e+00,-2.816607709264122850e+00
7.493746280670166016e-01,-1.871342658996582031e+00
-1.121968030929565430e+00,-9.450606107711791992e-01
-2.067028641700744629e+00,-2.266693115234375000e-01
-2.293697834014892578e+00,2.509492039680480957e-01
-2.042748630046844482e+00,4.752182364463806152e-01
-1.567530453205108643e+00,5.356831550598144531e-01
-1.031847238540649414e+00,4.859014898538589478e-01
-5.459457635879516602e-01,3.981907665729522705e-01
-1.477549970149993896e-01,2.805691659450531006e-01
1.328141689300537109e-01,1.687709987163543701e-01
