3.619596987579081215e+00,-2.850854665560234036e+00
7.687423229217529297e-01,-1.926788449287414551e+00
-1.158046126365661621e+00,-1.107065975666046143e+00
-2.265112042427062988e+00,-3.113788962364196777e-01
-2.576490819454193115e+00,2.683090567588806152e-01
-2.308181822299957275e+00,5.681462883949279785e-01
-1.740035474300384521e+00,6.338849067687988281e-01
-1.106150627136230469e+00,5.786560177803039551e-01
-5.274946093559265137e-01,4.214623868465423584e-01
-1.060322225093841553e-01,2.597298920154571533e-01
1.536976695060729980e-01,1.175161302089691162e-01
