0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.217403798135948489e-04,2.647745158961697584e-02,-2.189442769152288078e-03,-1.622767087937018390e-02,-1.407754521566598280e-03,-3.304612751356734383e-03,-1.375213933169714808e-03,-4.447416063543290464e-03,-1.046159565923607303e-03,-2.679909769994530226e-03,-7.896406617807461784e-04,-1.980990173483659043e-03,-5.618354168459610727e-04,-1.319026968928847798e-03,-3.725979656108978377e-04,-8.664375983008803682e-04,-1.920232800121638610e-04,-4.795435248265728524e-04,-1.284587950927417462e-05,-2.768074631292192275e-04
-2.159863941464646581e-02,-1.248081642670151037e-01,-8.858093416299365683e-03,-5.563922765527183102e-03,-7.699132033734145709e-03,-2.282614066773091047e-02,-5.153063913859053796e-03,-1.122725154373648351e-02,-3.705865970764566850e-03,-8.787801761646693230e-03,-2.561088401299293701e-03,-5.722007824196803996e-03,-1.751308488351895846e-03,-3.881403325449698290e-03,-1.124955666649442645e-03,-2.485021277228123722e-03,-5.691882686837608811e-04,-1.365003623621392857e-03,-3.581882118839218324e-05,-7.741682118932167230e-04
-3.738010113267704881e-02,-1.849618585961965711e-01,-1.877057485648794821e-02,-2.717854351718993616e-02,-1.528941109880700526e-02,-4.265865369526300466e-02,-1.052563072613242959e-02,-2.384091450608166046e-02,-7.528723587495859439e-03,-1.773516070037420289e-02,-5.226928798486331351e-03,-1.175320173569066248e-02,-3.575237433288110458e-03,-7.927873545963448274e-03,-2.299272106958233711e-03,-5.088815857951711416e-03,-1.163836537741746438e-03,-2.793911431207911876e-03,-7.338619314671535575e-05,-1.585906886234661386e-03
-2.194531718784017548e-03,-4.509772054858977863e-02,-1.553394110962261774e-04,2.327030850956613231e-03,-1.332636608513871560e-03,-7.101870520964448374e-03,-1.111707002222526823e-03,-3.207185750953566242e-03,-9.609405988002675883e-04,-2.791385978681084484e-03,-7.299721571932815678e-04,-1.848677885158911405e-03,-5.321596609733990997e-04,-1.289442355235993418e-03,-3.558357499203268839e-04,-8.384388121809292251e-04,-1.847767365409964003e-04,-4.685106971598274788e-04,-1.259005500578169124e-05,-2.711581832978616656e-04
-3.319059841616337631e-02,-1.899088294537031874e-01,-1.529601916792482606e-02,-1.454917958469490596e-02,-1.311860750127311938e-02,-3.806244178816943491e-02,-8.891248160044665921e-03,-1.967835065724327440e-02,-6.383004945804531330e-03,-1.509974355782166267e-02,-4.419609813137203094e-03,-9.900214555352244289e-03,-3.022685358010205464e-03,-6.700994863961983600e-03,-1.942589921970206118e-03,-4.294626138081129169e-03,-9.830650294711080431e-04,-2.358600358093022875e-03,-6.191673738303806081e-05,-1.338155954754851728e-03
3.694590127296273896e-02,3.462426116170896906e-01,2.194759397701748216e-02,2.998196874061904299e-02,2.318320344449775056e-02,7.699668349259469746e-02,1.700220265317948370e-02,4.180464345463782982e-02,1.281608980412490481e-02,3.224813872099476647e-02,9.164947935859608236e-03,2.148360857886309067e-02,6.401621362584976500e-03,1.463739590392117845e-02,4.173135827409213752e-03,9.446135669358998385e-03,2.131348841814600589e-03,5.218355474925932824e-03,1.382486629093631670e-04,2.983801937792608661e-03
4.231054173614991892e-02,3.516164830212952785e-01,2.645015033951008190e-02,4.233249244036159376e-02,2.619069772005154853e-02,8.347051601178506752e-02,1.912198091272743206e-02,4.671775518445756004e-02,1.427051937322174405e-02,3.548044962759516058e-02,1.016473766396730136e-02,2.369732734215265063e-02,7.076275596536949972e-03,1.610304478117628724e-02,4.603990712651745421e-03,1.038827303147392411e-02,2.348248575816593887e-03,5.732779141686256824e-03,1.517026581366750734e-04,3.274740781123770643e-03
4.617910605225641896e-02,3.307767209905760342e-01,3.083868802562395386e-02,5.721327809934869529e-02,2.850302963884871962e-02,8.641656957533468131e-02,2.072370760681867263e-02,5.030930531869719224e-02,1.528783902407736955e-02,3.747366297021917370e-02,1.084063224259692627e-02,2.511503367890397312e-02,7.517314364375980544e-03,1.701077271055023363e-02,4.879861456564444332e-03,1.096979623553102912e-02,2.485016356712646882e-03,6.045988660761124171e-03,1.597722244742150145e-04,3.449662130894654965e-03
4.911160511491695080e-01,2.110372500658563411e+00,6.816933534464733047e-01,2.379337940070480606e-01,4.539642694715163851e-02,2.638789856742982387e-01,2.867128183311763723e-02,5.365937257543585553e-02,2.475051862087782051e-02,7.084530439826761117e-02,1.769196825934105100e-02,4.149298820625592354e-02,1.266185314344445492e-02,2.991387454344080973e-02,8.313540287041447374e-03,1.904857559476264006e-02,4.278245019961006770e-03,1.063879282753742855e-02,2.826103317489275703e-04,6.096852418066900370e-03
