0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.307640216906386548e-04,2.450096849767113144e-02,2.887609795073968651e-03,1.405264974202793254e-02,3.332443095133612830e-03,1.199111941757606548e-02,2.878475510325469514e-03,8.434933629260857324e-03,2.278192087690617852e-03,6.074401159276474060e-03,1.701517082419392321e-03,4.217421582407518757e-03,1.215712627965090387e-03,2.869231489320649836e-03,8.054473482505756631e-04,1.870609773226935895e-03,4.153748280728698609e-04,1.038460537486042600e-03,2.778325082270981206e-05,5.987801098939402305e-04
4.849768597770171864e-04,-2.303704959298918248e-02,2.440856163018415015e-02,1.184859797686912408e-01,2.061113467763542317e-02,5.825454733288518844e-02,1.727700966999828197e-02,4.886970794621441072e-02,1.300755747642030370e-02,3.276573035106875031e-02,9.533820922027459732e-03,2.306828255878889261e-02,6.708209421979251588e-03,1.550301639804877243e-02,4.406560517084595965e-03,1.009596486608771264e-02,2.259258689064767150e-03,5.579175983429718322e-03,1.485706242880603699e-04,3.204199830317656667e-03
-1.252132637740598813e-04,-8.276796598436397812e-02,2.626161810422705106e-02,1.308156674582167667e-01,2.036168329920878817e-02,5.301421315917730775e-02,1.705812940956779461e-02,4.817464111164822260e-02,1.267456598061207987e-02,3.143012224498817342e-02,9.255639834369959809e-03,2.228623930657105262e-02,6.487734034579569452e-03,1.491402219913082888e-02,4.253410416106290053e-03,9.714288895276531471e-03,2.177624953136380118e-03,5.361330306469961476e-03,1.426186755153371444e-04,3.076324245600103261e-03
-2.238801763427476083e-03,-8.486872701290221199e-02,2.385408048289596947e-02,1.216316269601167011e-01,1.854657554004209008e-02,4.826875639945425733e-02,1.563283535647534001e-02,4.438126507306866531e-02,1.163049097073336896e-02,2.888647006183325816e-02,8.504431379417438236e-03,2.051181204474789022e-02,5.965080944905680818e-03,1.372530555884179763e-02,3.912647249468893459e-03,8.942907877454928101e-03,2.003739438504573839e-03,4.936300448145062095e-03,1.313514893037937546e-04,2.833164085481818667e-03
-8.749764246395131881e-03,-9.463151061926741714e-02,1.955726140026548682e-02,1.109630259243607475e-01,1.572931635427541122e-02,4.217468317680767020e-02,1.368651958268898156e-02,3.997017704777726388e-02,1.030178808446963537e-02,2.595389730726063368e-02,7.596146417830764580e-03,1.851702671131067596e-02,5.354053669679397116e-03,1.240424004949447663e-02,3.523360711538936832e-03,8.095155081438046990e-03,1.808059440962796324e-03,4.473798533767236324e-03,1.192762382839884214e-04,2.571973381360390283e-03
-8.947461117004843617e-03,-7.929839544332803469e-02,1.856215366376987724e-02,1.063849777327255108e-01,1.544014831143042908e-02,4.280755141360839677e-02,1.349687582087122882e-02,3.959734411413629029e-02,1.022156054377763856e-02,2.593928679985755409e-02,7.555065765684893658e-03,1.847353382851808778e-02,5.335460644980118995e-03,1.239453851768449431e-02,3.514966889195139405e-03,8.089983844471005520e-03,1.805104058331376488e-03,4.473581445750472035e-03,1.193425787137118092e-04,2.573172293765086781e-03
-9.414254253927232044e-03,-6.359152933143270847e-02,1.883067052646310302e-02,1.075299822615648493e-01,1.628261088995990730e-02,4.668104343462625705e-02,1.423863071396718957e-02,4.179996097509581371e-02,1.084040495786125005e-02,2.767688051142876138e-02,8.023687482057196077e-03,1.965496118676825915e-02,5.674639739473442968e-03,1.320882708868155106e-02,3.741143569511169720e-03,8.620632067763527029e-03,1.922281768260537729e-03,4.769327619557704907e-03,1.272808186641537350e-04,2.744173716900253496e-03
-9.751167055824797730e-03,-6.343181021908768369e-02,1.883590812303434503e-02,1.078910521203928080e-01,1.635024923426266555e-02,4.699737985415716746e-02,1.431028200857609872e-02,4.203819212508680403e-02,1.090134171322244133e-02,2.785032251032677070e-02,8.070956183955532021e-03,1.977726509050644829e-02,5.709116152315871912e-03,1.329255517361062344e-02,3.764263587618670633e-03,8.675484519708814846e-03,1.934291007705010767e-03,4.799897596446552756e-03,1.281025616710772166e-04,2.761888894984011050e-03
-1.678517540800472663e-02,-8.618504995070430663e-02,1.315625188283608971e-02,9.260779660418820558e-02,1.202986712201088368e-02,3.591749314803505122e-02,1.116139936530814725e-02,3.438064376960282831e-02,8.650439199903459456e-03,2.254850819483055976e-02,6.489397955090518005e-03,1.616106071921043219e-02,4.623231128625477672e-03,1.087060942654619056e-02,3.063093749734349495e-03,7.113229857334727076e-03,1.578628054484545453e-03,3.941944145612266345e-03,1.055012221131215744e-04,2.273668860403164037e-03
-2.040919862301664861e-02,-1.314687545923061140e-01,1.249896278930744294e-02,9.635837855826703824e-02,1.063294773702867270e-02,2.973835173239113006e-02,1.017248528673224579e-02,3.202264751178880708e-02,7.853380968162865933e-03,2.038969497579578433e-02,5.911470141968571713e-03,1.477973947998949614e-02,4.212388677972388369e-03,9.908050407997493272e-03,2.792990605532275766e-03,6.493291214553402815e-03,1.439786155311393060e-03,3.597340987646089564e-03,9.633039170822922843e-05,2.075870405586350588e-03
-3.216176609650508306e-02,-2.007605710779858665e-01,3.421345494149104563e-03,7.362304006341238716e-02,2.701518010962221557e-03,6.501281999578277168e-03,4.263199097362288872e-03,1.722530553694997385e-02,3.496246693796210749e-03,9.706973891611875294e-03,2.805451541956654506e-03,7.532272443190730221e-03,2.055000388883704721e-03,5.014072381495461583e-03,1.390096415998775745e-03,3.330796645974877339e-03,7.247410697231190888e-04,1.854157269201181036e-03,5.020918259279046286e-05,1.080235589674533297e-03
-3.258024097756982707e-02,-2.000035304017571125e-01,3.048488417529379366e-03,7.237263534433219236e-02,2.479403434974682824e-03,6.089200726177437101e-03,4.102824635733467312e-03,1.684004947268025534e-02,3.387609315942520169e-03,9.469642757899361662e-03,2.730583239163964209e-03,7.365903902355283410e-03,2.004582299112929282e-03,4.904869431961739884e-03,1.357899242196010511e-03,3.260403329473641771e-03,7.085409754967200930e-04,1.815775680434710037e-03,4.920514922914894293e-05,1.058524078657638702e-03
1.370792766404149710e-02,-1.848660856492935767e-01,4.160122758534283427e-02,1.939018387769071983e-01,2.801136611023717637e-02,6.248879383976842228e-02,2.274773155258994622e-02,6.236449026476431623e-02,1.639978186737696408e-02,3.915832917234807198e-02,1.181297263739476515e-02,2.793267412330205368e-02,8.192901856809545885e-03,1.855066284582904124e-02,5.337607161332746930e-03,1.206637018846335244e-02,2.721040280810564562e-03,6.637738662548349315e-03,1.759232891093100897e-04,3.796794388290770667e-03
-4.044044478979012813e-02,-6.769076549191381797e-01,2.244433836713103508e-02,2.043187332579995130e-01,5.523610846399731530e-03,-1.776887301167575511e-02,7.112060926877735931e-03,2.630154262936129639e-02,4.543302250411676568e-03,9.132775046706984728e-03,3.406571299496430859e-03,8.447949529428237098e-03,2.328952827134730952e-03,5.170188260935910940e-03,1.523864662522634835e-03,3.465529038312583753e-03,7.751415581670260783e-04,1.884146503944976415e-03,5.020327278475028023e-05,1.082735500379760664e-03
