-1.314456556558880607e-01,-2.121360749712868365e+00,3.074372511660125040e-01,-4.691917242247010122e-01
6.379202204566913892e-02,4.989179040404424503e-01,-1.842884749911402054e-01,-1.466000643572882844e-01
8.450865430930907390e-03,-1.169361020218712965e-01,3.277383196319269554e-02,-1.335482586513796754e-01
1.425228739671114547e-02,2.974828682017403164e-02,-8.534261407858720339e-03,-4.616178062862803799e-02
7.665696333263341024e-03,-6.158446326692055064e-03,2.200829910240698854e-03,-2.022187731988780643e-02
5.694123054648999455e-03,1.934230804424678669e-03,-4.168861451977759957e-04,-5.177675538191883059e-03
3.756539833232485758e-03,-2.435683134242509317e-04,1.373778040942165272e-04,4.978068562967036259e-05
2.582988734000443796e-03,1.587469345229288505e-04,-2.924221413090659160e-05,1.971849161478186202e-03
1.750935181584167746e-03,6.538392600643669859e-06,-1.988805847187583972e-06,2.262797840673861673e-03
1.193191830420280847e-03,1.683214203401274273e-05,-1.134228443671363425e-05,2.005872108205420876e-03
