-1.947142737257034906e-01,1.060811565405457735e+00,-8.987915324664315087e-01,1.644120682763712815e-01
-2.049448087735883106e-01,-2.795450696147469549e-01,2.152133062416935680e-02,-4.645468689578818866e-01
-1.192078326501871260e-01,6.512688640492300673e-02,-2.460145890770733951e-02,-3.239851735536504185e-01
-8.568738729807190424e-02,-1.490356790683568938e-02,5.306288490641730519e-03,-2.338972325557724385e-01
-5.722827352927945671e-02,4.201648132232831123e-03,-2.284230391273141866e-04,-1.571391656816013005e-01
-3.923062683811040507e-02,-5.519192740642362566e-04,9.214298550464032319e-04,-1.072979311250040341e-01
-2.664954909176781711e-02,4.387159286440844852e-04,3.867120567972038691e-04,-7.280356405403401454e-02
-1.816118779959381008e-02,1.025902535209096203e-04,3.220480539802314350e-04,-4.953320054450231769e-02
-1.236263080349483436e-02,1.158639322251363984e-04,2.050588285272216980e-04,-3.368617014505795315e-02
-8.418761497007107644e-03,6.746108241573482364e-05,1.428410158318721597e-04,-2.292187106001278285e-02
