-2.057964497182420555e-02,-2.424498609523469128e-01
1.518525275995055192e-02,1.128144181071323721e-01
9.217269573825320750e-03,1.649402986572151564e-02
8.819325749007468282e-03,2.783759695297104153e-02
6.453399010704961511e-03,1.597972803846577083e-02
4.801980415482005535e-03,1.207332616105427289e-02
3.426324385841470442e-03,8.173104340137070031e-03
2.421295001644036861e-03,5.693917168326283196e-03
1.689821057422404276e-03,3.904372928587242393e-03
1.171600931988878505e-03,2.680767784336947086e-03
8.079996170552790520e-04,1.834295800228982363e-03
5.552835825315650346e-04,1.253913021895285661e-03
3.806197566565647792e-04,8.561216158574271734e-04
2.604187159321824608e-04,5.841195111204808147e-04
1.779408479848141158e-04,3.983096891514085851e-04
1.214685388236801285e-04,2.715006525191734996e-04
8.286114998619828454e-05,1.850097598378181297e-04
5.649632970093464705e-05,1.260456814396094150e-04
3.850626927490823217e-05,8.586085033061843980e-05
