-9.231892056600868868e-01,4.230425622872003188e+00,-5.188795270688963956e-01,4.613562445979677018e-01
-9.054497659206390825e-01,-6.756574213504791260e-01,4.089831888675690141e-01,-4.903562515974044800e-01
-5.267156004905699795e-01,6.397663325071334395e-01,2.012700736522675393e-02,-4.934114068746566772e-01
-4.080355241894721430e-01,-1.719880333170294984e-01,7.079475317150354940e-02,-4.999999953433871269e-01
-2.663377672433853149e-01,3.325584605336188992e-02,-9.212779253721235795e-03,-4.186203815042972565e-01
-1.843795981258153638e-01,-1.619137162342668135e-02,3.205555584281683055e-03,-3.470854545012116432e-01
-1.230106424540281379e-01,1.712094852700829506e-02,-7.730787619948404493e-05,-2.641297415830194950e-01
-8.321135770529507203e-02,1.402336073078913614e-02,2.816187338612508202e-03,-1.936088393922545947e-01
-5.611173855140805244e-02,1.267917018849402250e-02,2.349997987039387226e-03,-1.370020014001056552e-01
-3.770475024357437810e-02,1.144564673304557939e-02,1.861662231385707942e-03,-9.538187319412827492e-02
