2.831190769209520619e-01,-1.977081774149019422e+00,5.117054977348167721e-02,-2.535946742240650642e-01
2.219318985939026101e-01,-7.014792211353779727e-01,-2.047557361423969491e-01,4.034748300909996033e-02
1.614165097475052102e-01,-2.705007657408714516e-01,-9.493723362684250433e-02,2.876182459294795990e-02
1.116784378886222923e-01,-1.281458392739295848e-01,-3.909759968519210815e-02,4.762055259197950363e-02
7.547242343425750177e-02,-7.453240249305963239e-02,-1.858493182808160921e-02,6.010069511830806732e-02
5.047885552048682334e-02,-4.892552914097904326e-02,-1.068865330889821191e-02,5.849409382790327072e-02
3.360303938388824185e-02,-3.374147200956940235e-02,-6.945426110178233060e-03,4.914214927703142166e-02
2.230887562036514005e-02,-2.365040313452481877e-02,-4.741908423602581371e-03,3.789988043718039989e-02
1.477494332939386333e-02,-1.668919725343585500e-02,-3.278120514005423113e-03,2.773342397995293140e-02
9.754389431327581753e-03,-1.186693934723734994e-02,-2.265537250787019816e-03,1.961512397974729538e-02
