-6.841511536381215119e-01,2.700177526853474674e+00,9.841791658231449080e-01,-1.360350929288547672e-01
-6.709236264228819469e-01,-6.041340567171571418e-01,3.728032611310481692e-01,8.199643343687057495e-02
-4.166476547718047652e-01,1.316288843750953452e-01,-2.252175658941269268e-02,-1.080619730055332184e-01
-2.939133748412132152e-01,-3.989809378981588883e-02,1.338012889027595520e-02,-2.736156843602657318e-01
-1.975962463766336441e-01,5.927692353725429186e-03,-7.614843547344204294e-04,-2.770744618028402328e-01
-1.350634167902171612e-01,-2.514330728445202112e-03,2.094246947672218605e-03,-2.377160962787456810e-01
-9.180301744490861060e-02,5.165173206478357315e-04,1.121237361803651029e-03,-1.853426282759755850e-01
-6.253394319210202335e-02,1.300387317314730118e-04,1.002366631291806785e-03,-1.380122008267790079e-01
-4.257205836765933643e-02,2.511068101739514363e-04,6.888500443892553666e-04,-9.977188939228653908e-02
-2.899266033200546822e-02,1.351095503196123732e-04,4.712707363069057248e-04,-7.082754786824807525e-02
