-3.908682432556565889e+00,3.522477971099455374e+00
-3.862044811248779297e-01,2.522477865219116211e+00
2.136273384094238281e+00,1.522471785545349121e+00
3.658745169639587402e+00,5.224717855453491211e-01
4.181217074394226074e+00,-3.631370067596435547e-01
3.818080186843872070e+00,-8.328404426574707031e-01
2.985239744186401367e+00,-9.796145558357238770e-01
2.005625188350677490e+00,-9.093899726867675781e-01
1.096235275268554688e+00,-7.205569446086883545e-01
3.756783008575439453e-01,-4.933233261108398438e-01
