-4.010596491100021921e-01,-2.905443541960898157e-01,-1.189567323190422465e-01
-4.499976943100992832e-01,-3.146912910503653071e-01,-1.251266753640738472e-01
3.888333896545218549e-01,7.171667973665689366e-03,-8.728583126969234607e-02
-1.000000000067961858e+00,-4.087903479485990310e-01,-1.950740377545669493e-03
-8.396365642064336221e-01,-2.557964816711087996e-01,1.111500668864043827e-02
-6.421340267164487026e-01,-1.845868705471994387e-01,1.664954686155914812e-02
-5.257924512040998977e-01,-1.729146241200538725e-01,-2.436850292608192838e-03
-4.991833595281989777e-01,-1.277240752012804292e-01,2.458184705685385538e-02
9.997297236876757642e-01,4.375565591608521765e-01,4.788277982422695089e-02
9.982978067829119118e-01,3.349814094000190812e-01,-2.558489044116968661e-02
1.002971087091932834e+00,3.684482248768982671e-01,-2.092983127914032140e-02
-9.451031110433031346e-01,-4.744320534822668578e-01,-1.251351589479588744e-01
-9.999999994550780036e-01,-5.819977049056925811e-01,-1.245432939745814427e-01
-9.999999989723121763e-01,-7.084672481500620123e-01,-1.433411625346587281e-01
-9.999999988180514610e-01,-7.488755832437354876e-01,-1.495693902303407707e-01
-9.999999990862545873e-01,-6.820638775109446605e-01,-1.524098766204810829e-01
-9.999999988091905490e-01,-7.622914417660036079e-01,-1.369452131467512046e-01
-9.999999988020167319e-01,-7.646191211860139392e-01,-1.362379323016311705e-01
-9.999999987837933091e-01,-7.728675231120522016e-01,-1.368698186962845620e-01
1.000000000041036285e+00,3.348099195667499917e-01,7.083665540155432809e-03
1.000256847857309284e+00,8.371380545859276046e-01,2.828910622098625843e-02
6.666984816575640682e-01,3.583521574073125215e-01,1.057548092384337224e-01
-4.225102409255226399e-01,-2.693879941749542997e-02,8.071396949896032791e-02
-5.069791975575100862e-01,-3.530558493790328378e-02,9.465044936229236039e-02
-4.794084963962512713e-01,-2.208738443906836310e-02,9.784228689613945484e-02
-4.685208649775706724e-01,-1.768536147462522815e-02,9.849910585814299069e-02
-6.335004719871288881e-01,-8.071273790699223794e-02,9.125975843838694812e-02
-6.474568140886054479e-01,-8.483982825985472709e-02,9.153651115665831228e-02
-6.466765074920132195e-01,-8.443507877482565871e-02,9.164946753121175349e-02
-6.567818172748136618e-01,-8.774579735657186963e-02,9.161186798806358889e-02
-7.792099794732062490e-01,-1.337017393806207710e-01,8.684156827977959625e-02
-8.143110984575723243e-01,-1.543021346044844977e-01,7.999393142917612942e-02
-9.999999989068482087e-01,-2.545014343423084857e-01,5.405059019815491167e-02
-1.000000040693609815e+00,-2.920938938490107439e-01,5.077984230630430695e-02
-1.000000059822177212e+00,-2.370553649589686174e-01,6.464779158136650661e-02
-1.000388032821335038e+00,-8.591450229062804755e-01,-7.200435130959509378e-02
6.714228805473228083e-03,3.035278257808534524e-02,2.080434467673728319e-02
-6.510027667699466170e-01,-2.164915362914314745e-01,-4.787156170111359771e-03
-7.605533337063828947e-01,-2.601333956684021009e-01,-1.091637360599486545e-02
9.999999992921551062e-01,6.202728718230887672e-01,1.319285072270515724e-01
3.383810327870070411e-01,2.435267904852350118e-01,9.917780165691715555e-02
9.999999993012804733e-01,6.102721710359814145e-01,9.318870526160691337e-02
-9.999999999436479658e-01,-3.685616339047620427e-01,-2.179002386904930685e-02
-5.873317447747300468e-01,-2.072605031367272532e-01,-1.313415734432388064e-02
-3.961769479598543087e-01,-1.773405804578943035e-01,-3.656544163335142400e-02
8.119514558221858636e-01,3.629893244697016685e-01,7.459148039649252104e-02
1.004976228190081367e+00,4.049394001415127509e-01,7.122390414502045245e-04
-1.276758072367760628e-02,-5.683817212371036764e-02,-3.891157350630549544e-02
-3.875523871725628511e-01,-1.003875839032996979e-02,8.486456823797326743e-02
-2.709583992209901315e-01,4.806027276598562326e-02,9.998696303839839372e-02
-2.749326466912815348e-01,4.682522623746504520e-02,1.000216304631949965e-01
2.648937487646701450e-01,2.420062235229049341e-01,1.155525568991898067e-01
3.027315951563377405e-01,2.666068444700684381e-01,1.247022900234492776e-01
3.057219718347007897e-01,2.707418530151066705e-01,1.270413971698597932e-01
3.062818982827242853e-01,2.709598343913953156e-01,1.270689717488877879e-01
6.331558362498568293e-01,3.528289863087183398e-01,1.096647447714437784e-01
4.427141425156632115e-01,2.914387734575869526e-01,1.096985906621611162e-01
9.999999987680662228e-01,7.593516587782771499e-01,1.647823606036667443e-01
9.999999988123101646e-01,7.522810403634450083e-01,1.643536535186841119e-01
9.999999986970099508e-01,7.841266927092276351e-01,1.692350965740670454e-01
1.000000000512219600e+00,6.832469637183098410e-01,1.691695469892503523e-01
1.004151665507301727e+00,5.136898669660273642e-01,8.696208371478428290e-02
