2.242585716619752922e+00,1.091975819181061569e+00
3.334561535800814269e+00,1.147606886672331017e-01
3.449322224468047260e+00,-4.876331307873137400e-01
2.961689093680733631e+00,-7.691625875416123748e-01
2.192526506139121256e+00,-8.134525633438949299e-01
1.379073942795226326e+00,-7.087548329636124134e-01
6.703191098316139129e-01,-5.318611148670954192e-01
1.384579949645184938e-01,-3.403276037059115300e-01
-2.018696087413930362e-01,-1.709279722911154209e-01
-3.727975810325084849e-01,-4.207984544219880996e-02
