-4.451226442611199152e-01,-4.772288961519680628e-01
-9.223515391349792480e-01,-1.317103803157806396e-01
-1.054061919450759888e+00,9.398140013217926025e-02
-9.600804895162582397e-01,2.130973637104034424e-01
-7.469831407070159912e-01,2.502547279000282288e-01
-4.967284500598907471e-01,2.329466193914413452e-01
-2.637818306684494019e-01,1.860480830073356628e-01
-7.773375511169433594e-02,1.258351281285285950e-01
4.810136556625366211e-02,6.938074529170989990e-02
1.174821108579635620e-01,2.441685646772384644e-02
