4.624339723210094455e+00,3.043340975957600225e-01
4.928673820805854255e+00,-6.128539112173836401e-01
4.315819909588470615e+00,-1.062417385985033658e+00
3.253402523603436958e+00,-1.159872753537766865e+00
2.093529770065670093e+00,-1.031099465498705792e+00
1.062430304566964301e+00,-7.878290134609395867e-01
2.746012911060247141e-01,-5.153297550618431977e-01
-2.407284639558184836e-01,-2.692981092785584618e-01
-5.100265732343769454e-01,-7.876704791160596408e-02
-5.887936211459828817e-01,4.785457627894890154e-02
