-2.581118057359797824e+00,-1.701455339826845492e+00
-4.282573461532592773e+00,-7.014552354812622070e-01
-4.984028935432434082e+00,2.985447645187377930e-01
-4.685484051704406738e+00,9.332736134529113770e-01
-3.752210319042205811e+00,1.163341924548149109e+00
-2.588868498802185059e+00,1.113134309649467468e+00
-1.475734353065490723e+00,9.033763408660888672e-01
-5.723580121994018555e-01,6.312211155891418457e-01
5.886310338973999023e-02,3.684133291244506836e-01
4.272764325141906738e-01,1.451026201248168945e-01
