2.065559836022452522e+00,-8.935075029334491603e-01
1.172052383422851562e+00,-7.313130199909210205e-01
4.407393932342529297e-01,-4.814472198486328125e-01
-4.070782661437988281e-02,-2.329777479171752930e-01
-2.736855745315551758e-01,-3.788086771965026855e-02
-3.115664422512054443e-01,8.462867140769958496e-02
-2.269377708435058594e-01,1.386268138885498047e-01
-8.831095695495605469e-02,1.409963667392730713e-01
5.268540978431701660e-02,1.125653088092803955e-01
1.652507185935974121e-01,7.207146286964416504e-02
