-1.373416109686370845e+00,-1.183054490442952744e+00
-2.556470513343811035e+00,-3.463137149810791016e-01
-2.902784109115600586e+00,3.047888278961181641e-01
-2.597995281219482422e+00,6.420080661773681641e-01
-1.955987215042114258e+00,7.153871059417724609e-01
-1.240600109100341797e+00,6.538301706314086914e-01
-5.867699384689331055e-01,4.788628816604614258e-01
-1.079070568084716797e-01,2.944113612174987793e-01
1.865043044090270996e-01,1.325358152389526367e-01
3.190401196479797363e-01,1.247859001159667969e-02
3.315187096595764160e-01,-6.155666708946228027e-02
